AG359J14	AG896J04	AG898O07	AG900B21	AG905C17	AG915K04	AG918E15	GCA002480175	HIMB30	LSUCC0096	TOBGMED626	TOBGMED759	TOBGMED814	TOBGNAT109	TOBGNP1444	TOBGNP1472	TOBGRS469	TOBGSAT133	TOBGSP353	UBA11144	UBA11194	UBA12265	UBA8357	UBA9601	UBA9605
S0239_86.6M	64179.9070342139	32269.3806374307	50508.4835476872	63616.3479137071	62391.5211524301	34605.4933224749	17504.3975946861	108160.507501417	46162.3444607129	127343.700014516	0	0	0	88294.3792724866	2934.57843769742	58714.6345842109	123287.576208315	4940.44200734928	39378.8704927713	16631.1792377876	0	1065.95893870468	0	0	58010.2976414016
S0170_87M	28940.6627632954	15097.2809663973	13082.0628410673	51266.7221075978	310001.312718105	15715.9937773395	29152.0683089855	182016.575011047	6073.6334911586	7487.28297635318	2428.30833144933	66424.9853163253	46060.9684541992	101103.323384276	3639.04817436947	4328.74949228791	51107.6986778179	47321.4353259303	2172.72938199297	11852.6614165535	217.270250472861	0	0	195.214981093675	4314.01185188542
S0084_89.1M	19007.6299058733	9219.13436416262	13586.322205842	46619.8257041667	96753.018804425	24073.8688666592	10601.0618598988	236924.744209915	6898.47242337425	10228.7133494415	771.493257918584	14669.6845666814	19419.7533429152	153199.042629675	143512.738792343	27079.2402240307	51177.8325526734	76044.5519946758	19362.7397477604	15602.4951997422	0	159.296249551663	0	0	5088.33974827362
S0116_89.2M	82615.5234281462	67195.0029585549	106813.63748702	110236.649510922	85579.8795530642	38401.6275019741	26683.246090343	4491.27448258641	73135.3026257001	128064.886734717	0	5542.21575355655	5038.52161125117	97606.0773879452	11804.7914484981	0	33062.8778256344	31797.896044472	32703.4922973048	2973.39853236629	0	0	7553.45979908558	0	48700.238926858
S0100_89.3M	141305.251791983	33521.2666092542	50968.8685204185	104936.114310852	92892.1279383269	18062.546117373	13945.2238650637	10562.5539520854	32249.8484052735	88346.8012667738	0	0	0	166635.876216609	0	10215.4859736603	112315.795601264	0	25637.296135815	9323.76249130491	0	0	0	0	89081.1808039426
S0132_89.6M	19128.9819544197	9617.96967958591	23226.4490816161	69280.6198476708	122245.501233539	73266.7691779585	12631.1872643033	52203.9678407903	11853.7373882569	21112.5291428478	0	120626.153891915	37798.8280328683	93212.148075401	9621.24294500449	65172.5769824743	199041.758051478	40984.892500429	4921.95555057798	6333.89921749143	0	953.135190353146	0	0	6765.69695101934
S0092_89.9M	28085.9435103425	12739.6938320295	6679.52478094584	25481.6287384999	49235.500681358	3313.96240608112	7675.65336573838	386939.544821839	45034.3965892777	26155.6255057864	0	2391.39534551404	20291.2056973604	136018.359174338	45502.9768323568	26708.0699285783	80841.8549652763	64790.7126582888	5879.64143008762	17534.1079453007	0	0	0	528.272917982686	8171.92887301858
PSE_111_90M	40732.323999386	18451.8575630267	18633.1048783787	42403.654342963	34999.4896769429	19303.4822466779	10855.2043830441	170693.710972812	40985.5086158565	48041.7931996482	3326.59221420903	908.913394705093	2767.17252788518	65187.02826696	32164.0245149084	61304.2688776834	3320.60416661164	35007.8663350042	66448.9633482043	82715.9955815861	178889.247752256	3139.96582199738	0	0	19719.2273192536
SOC_85_90M	71277.8958314687	89723.3231239859	90812.535115848	86094.8969605	92251.389955848	61826.6422025278	33772.2069438806	127.405227741191	54718.8777864972	106999.604667449	1937.52140534503	3843.09615510623	8210.48496625266	50795.8580691836	10760.482586171	20.5364839296934	17.3685891985151	2204.93711293283	5076.62995798452	7516.27449964963	177422.156788896	5319.65299354111	0	0	39270.2225760633
S0124_90.8M	17133.3669210521	9066.3754907293	30889.4293072085	71417.9794234322	151443.077447457	69872.0153082547	15971.5797059384	82830.0202351428	10427.5149742586	12953.0946227056	913.261793064662	129173.947132879	33790.031892709	97769.6011638045	10512.3298338686	59275.4134185706	150546.767877222	31171.4179187403	2471.85206436618	5720.66889928625	0	0	0	403.800908421534	6246.45366088824
S0499_91.5M	6273.73867696579	2139.85034924298	5506.14067517228	15913.1072611873	14191.0347334384	5587.77805671232	4154.2751062163	207674.244181592	5788.96195623993	41962.3113772542	0	149.341044984196	0	34717.3484389024	165026.634830766	3160.23377830265	2524.25997266044	69831.561171799	163688.704621667	198380.746650672	0	2588.19413233521	0	0	50741.5329838898
S0247_91.6M	66810.7549410995	27170.1291091802	78781.0330456016	70859.1888086195	49708.4399036811	53227.1708866918	17173.6707905367	53889.7961976431	222693.192644853	105444.053254532	0	0	0	78525.6146563293	976.848604128086	56612.0900234713	59279.1128519526	14252.7752576144	6765.54959486394	6766.35466281546	0	0	0	0	31064.2247663864
S0035_99M	104060.485298315	22272.9411187871	67731.7250973495	126323.433829331	91210.5746584751	11201.4151721261	25944.2231176771	0	89998.2607630075	112066.185102165	0	0	0	75922.2124870508	3443.35328048774	0	196901.377457544	7729.30425010259	11924.1493990622	0	0	0	0	0	53270.3589685194
S0107_99M	27576.4759556677	20526.1306017932	13641.3907282252	30313.0698868937	61966.1529032613	6152.73167186445	19132.8646124954	369192.047016709	6713.31250395823	11057.26310525	2957.64114333918	9373.09176908872	37336.4659260543	138719.322152431	28055.3324885616	23198.3330534533	91232.2080050087	72882.1974131832	4366.47754117232	15615.3230746863	727.737254439249	305.343654541271	504.25826500452	326.932044440816	8127.89722847798
S0305_99M	13207.9368599352	3003.3137344701	26169.6669158581	115989.44996055	130458.584855305	21930.0506909504	9418.6464682625	236610.368364773	8729.94516670514	8233.64330541412	157.080657334065	6183.27414557511	19245.8704054748	46511.5124859158	24643.957678339	24641.3221110179	194543.52548966	90894.4746435562	5101.89060860947	9895.75313284109	0	0	285.666280279444	0	4144.06603917318
S0074_99.7M	40327.2224706624	14994.2783260278	11399.3514843334	55567.0183959249	55545.9375096414	17673.8912533444	6367.74232326469	147449.961706922	259459.810963646	63655.5643876629	0	850.246243043519	0	129774.763468657	6519.61744022768	49978.3881589324	34660.4783214464	49595.0420641847	10034.2616370871	10035.4556660936	0	0	0	0	36110.9681788978
S0315_99.7M	27855.7265420949	12199.5692522669	42398.5507279897	53915.2192275224	67613.4324507418	17529.5907758906	8458.59666060686	253709.630212006	19561.4256655519	43844.3342753828	0	1581.19558452546	7187.45757879774	133665.787505696	67358.2009239929	39036.6380052497	51880.6616610463	74087.574893737	25658.3656746242	33932.4547399295	0	0	0	0	18525.5876423474
S0419_99.8M	39989.6196464786	32525.395942007	52057.5301350573	46338.4991005241	44275.5800143019	19370.7677730091	9970.15929269443	172430.808149551	65328.3899791312	61728.1434922737	0	0	1411.97765707856	173842.147336345	47637.1213685471	7303.57743950164	38605.9380528963	77228.0692463914	48114.7389996081	29997.1726271822	0	0	0	0	31844.3637474214
S0424_99.9M	30192.7341594468	8929.86858989218	8486.12955486403	47481.3105860025	70972.6659507167	22454.8623763788	7584.64007732104	227331.781540757	15869.8005933815	47738.7480983282	0	0	8286.21931613735	143477.468387122	78518.2282584471	13096.4751161407	61422.8587619654	109429.991882527	50795.3370528058	27166.514146674	0	0	0	0	20764.3655510923
ASW_72_100M	37805.6574949068	19211.9042522244	28639.5475939255	39118.3647009429	34245.4033005776	25227.0788684405	13195.4068738307	118552.406744294	184070.795404702	37248.2586125293	1193.72707448982	1046.73949691814	1903.21698435785	76605.70888115	8956.89818453832	47751.4452311615	110613.157814475	29375.0256821316	12453.90079671	96615.4365035691	57972.0232274976	3070.41376800115	31.0129639152876	0	15096.4695447107
S0011_100M	75750.2694452339	43030.0278957453	89218.4705450694	102107.500949685	70611.8809312386	25821.0310498047	29428.1187959973	23008.8140800997	47565.831786946	151717.769196463	2659.77134347729	0	0	86811.85041617	32505.8423507506	12517.1902502726	2646.58176298499	5939.08900403713	53665.1881456503	41890.0090112312	0	3295.10280484368	0	2352.048652086	97457.6115822132
S0041_100M	10866.6042004931	2102.31615264862	11611.986488306	24112.4929366352	15211.8442945286	40996.8862970842	8371.04853726314	13311.8894842784	5875.1075971939	7555.56612231492	233.376592354174	639711.806277868	17021.8146389947	46220.8126718017	1127.59951957077	11028.7335802185	131823.154619897	9640.61087495888	631.661606744304	501.212645114028	0	48.1870910906786	0	0	1995.28777064084
S0154_100M	75288.6289752435	52931.3328045689	9113.21297387356	41979.6751838434	273071.420531788	8262.00743263993	63576.7023184828	151260.875438615	8321.32268998343	5086.6740567166	14729.7531865304	45861.2651516321	97502.6384119395	70922.0179862065	2623.49796062786	7317.10212008089	25795.8088781292	34769.9991975739	96.649297882903	7662.56513218203	0	973.237566126264	89.2915752888593	173.674558969893	2590.64657107493
S0165_100M	60618.7908720607	29217.214342226	36094.9752773866	63553.0305965725	43293.7825154807	18367.2503260143	7090.23567102689	89953.6793869886	35526.7074578208	108723.379046949	0	0	0	268435.048114489	21173.0830519303	46745.1676454614	13178.1340406869	25347.8803929761	58657.0090221369	8888.48317043456	0	2050.9146480656	0	0	63085.234421294
S0257_100M	17041.9441335151	8871.03780173836	30348.799775698	73182.6414690265	164551.713689074	15336.012791322	11624.9221705595	244422.609724036	7882.62445033567	16644.9786600015	904.755119194234	1006.05929792997	10792.5801763484	107332.278284722	63857.9148854104	5204.07773777611	13904.1470696158	139397.720150716	24785.1049648102	32385.0464105674	296.823932529289	249.082491684835	0	400.039662015946	9577.08515137292
S0333_100M	21891.6107492684	7913.53482587465	29329.1660749327	79479.3963278948	133962.934647065	14509.8410400537	11042.3174137147	302308.971043206	9499.10730514151	13825.3154522661	896.777343762282	598.312957213321	10062.8230000994	89682.5812093845	72130.6307281272	2637.7109097025	18441.4928868913	128156.350870556	12798.1478363677	31457.4980300531	1103.27495859771	1481.31708038137	0	0	6790.88730944677
S0359_100M	25787.2473931687	6565.75942516944	28285.7181245758	60653.4973788102	107904.320898167	11923.9773579221	10445.1897096911	209051.787615403	7096.57172512415	14988.3666889389	3224.19405682183	3640.35956700229	7070.32140240113	102708.337989765	131956.96911094	7781.24540513682	15629.7193557416	157279.345047294	35150.7669716699	37818.2035128532	976.398115192909	1433.86831492471	1353.11698423421	1096.60399423328	10178.1138548195
S0393_100M	17578.3735244058	4765.76641598656	30100.0857228322	66628.8304273394	154077.077973068	11983.8974013657	9785.97156701448	202824.871659888	6172.12490400025	13372.8639399935	3738.9186787167	2328.23372847575	10431.9940025977	116371.591181282	131486.570726935	5865.2606293353	14385.4604327364	129127.361291442	31892.7967585088	27480.1406693498	1226.63085522222	411.735357311328	679.958315265282	220.422923699842	7063.06091322713
S0287_100.3M	8979.79618297691	7303.68102802315	8328.89973337742	18828.9226280411	37386.8980827077	6887.13182090662	3544.81567942296	197344.23635938	32791.0887317993	47466.7251230609	0	0	0	210061.697450037	131261.926303414	7790.19724661647	28001.1480501811	49107.3324077627	58652.0095909903	124428.15827021	0	0	0	0	21835.3353110931
S0320_100.3M	24375.9591547823	10638.3887470369	8823.05514999078	34905.5816662848	28140.4450458845	13983.5147699127	8449.04330511024	292247.159232095	21348.5299437519	38928.7247665933	0	438.724928270727	0	114352.972499372	127836.037211943	9283.94024463459	13522.5930618144	88519.4023900172	60837.4325058629	84735.3263933113	0	0	0	0	18633.1689833324
S0326_100.3M	28237.9541666588	14217.8066919902	23281.0123365272	28195.0536698053	35358.5570839202	11000.5544219394	9554.62436962242	178512.048081139	14730.7393781662	35768.4094793257	1487.25216110033	0	4510.43149048801	175528.540318029	98912.0339963074	15164.8898849633	14798.7700378115	126195.461560841	64406.8082570249	96887.8840430429	0	0	0	0	23251.1685712979
S0310_100.4M	3860.82079094573	0	4774.627931576	44524.7330336874	37224.7400331292	3948.11956119109	9144.4601612213	318609.96413607	2349.72885341345	0	0	5698.02163406568	0	111500.038032001	109229.889353207	40192.3004252432	93478.9900210236	89902.4949584441	25217.1534236954	79481.6979083678	0	0	0	0	20862.2197427183
S0282_100.5M	12451.388415431	4996.12804433867	23610.9928102461	87201.3561545116	112194.157226454	15449.2913205873	7471.16877700433	228242.2883217	8285.30454408238	11549.8881037994	0	857.568879518508	15258.478735565	94549.4050478146	43107.8046261597	25348.4355030107	151773.164096138	131908.587319585	9759.22755325921	12093.6804662176	0	303.312699845466	0	0	3588.37135473158
S0272_100.8M	16766.7547015085	4271.88531445077	21734.5204273536	104834.713555227	140942.941480937	18385.3362699099	8612.35359586327	209348.621232389	5655.44595445368	7853.56534086831	0	2385.09320855419	17617.6680429754	85409.7335869974	50674.9292003076	22256.4869056325	154143.311873271	110614.179111959	6377.25940884767	9277.11748673374	0	0	0	0	2838.08330176014
S0290_100.9M	8480.1796312675	9196.42655951449	7865.49766059853	47787.3024934568	66277.6236194638	10839.9110245998	4184.48719613294	132483.555509985	7526.61949387909	13977.9309606064	0	14601.4602987751	8533.56425458974	85105.030744664	114628.563078296	65904.3748212739	196250.2044624	147851.816506983	28463.6569702137	25459.4693347143	0	0	0	0	4582.3253785859
S0494_100.9M	33856.1664941695	19964.1629947035	14654.3215635355	28395.9736462287	22256.5779374389	12983.1388622123	12696.6329768306	101229.807291775	25756.4438965557	105645.248158981	936.156516726388	0	0	74309.9118724611	86206.9225248448	5874.21383803464	621.009463976068	176785.915816406	90296.1083525051	142078.314427727	0	1546.3644881117	0	0	43906.6088767766
S0004_101M	75397.1538392378	39422.5528824884	119883.472067376	95985.3236105294	89689.1405320238	29372.1878423889	49605.6197837875	8588.08378287318	37146.9092834866	170192.943433852	0	0	0	92282.8580026613	86905.1920139059	0	0	0	41038.3719556236	8528.4686389714	0	1639.87121704248	0	0	54321.8511137512
S0046_101M	96361.110698049	98999.9001553374	100352.470833325	69122.6762052548	88907.3236316332	25931.5724955957	16016.4167897191	6065.67051549165	83339.3419524682	110692.771673375	0	7485.01451362687	6804.75265930169	172832.565180329	3188.58158005287	0	7442.15344522736	25050.9613821957	5520.94427067655	0	0	4632.89308390524	0	0	71252.8789344346
S0160_101M	22414.4908815062	18230.735806053	18479.8103874487	54832.0723114733	52391.0323403022	7640.43836748824	23595.2612149989	35743.5953712223	13641.6525942782	112111.817291518	0	0	0	125150.039178011	37579.1495810598	110189.07062974	0	5272.12605184284	154534.83476841	41411.3900749381	0	6825.14222320155	0	14615.3860900295	145341.954836478
S0240_101M	67741.7879332041	20478.2013228747	66467.1758831326	75785.7896170841	56088.5260721365	43821.592937269	17201.0587756653	86.282293825405	527756.555860524	83353.8292776104	0	319.416074399069	193.59101911637	5333.67317236027	45.3565903511817	62.5854007241288	8521.91831447115	865.402499576254	1806.27580980708	57.1222370897969	0	1186.22657520104	217.66533318437	0	22609.967000393
S0252_101M	41617.224566814	13790.4155657135	22874.4408520456	63023.563057787	35127.079429653	12609.8520029197	14603.1911511829	368697.306689625	23452.4092967778	64129.8571090243	3409.65171811609	0	1034.05467366135	84578.1775543115	30041.4146873101	5348.73788399052	6785.48708890061	80485.7936189413	40270.382859402	59802.5323408686	0	0	0	0	28318.4278529546
S0267_101M	16382.3067485086	6068.57648739567	29487.0214407847	108323.356313118	118428.990188367	16752.7345177231	10116.6784204519	199908.976462838	6515.31956347186	7744.13307455328	0	1795.39244648974	17627.992066948	76635.9157561968	51804.4096222372	24624.8562012486	165301.332263901	120749.210707225	9005.11001502005	7577.39341483443	0	592.676561635335	0	0	4557.61772705127
S0354_101M	18177.6133115224	11372.8373179122	23344.6392873178	56806.0001701382	118577.919695371	15728.8454838462	10763.5441887854	308337.368226257	12126.8073723186	30518.5976761952	2319.82616084174	2321.61649739777	11960.1835595796	100349.51400236	88350.4786382365	5761.94478779059	17697.1379375176	92993.5930842336	21310.1600239358	38750.3560559393	0	0	0	341.905580722353	12089.1109417814
S0366_101M	29372.7172937494	19466.0735784877	32288.7694406943	37637.7191043937	45770.0032773313	8899.81544548093	7730.00980486423	234848.714368849	14566.0282699187	48229.7271777367	0	0	4378.90742285898	147035.291353863	99173.9703121984	5662.57003128337	19954.4976105873	90581.7130505224	42633.2095671566	83553.8065316585	0	0	0	0	28216.4563583654
